id,fecha,producto,categoria,precio,cantidad,total_venta,metodo_pago,cliente_id
6b4edfe4-d8b5-4c1d-9e11-6b804694ffee,2025-02-14,Mesa,Hogar,162.95,10.0,1629.5,Transferencia,6392
defc5652-7012-4135-bbf0-477362dfbab2,2024-12-01,Zapatos,Ropa,282.54,2.0,565.08,Transferencia,3983
721d0393-9a2f-4d60-b7ad-6ea530d1aa3f,2024-12-30,Chaqueta,Ropa,288.35,8.0,2306.8,Efectivo,6468
29275a5b-eae0-4119-82ec-e016eb2bf754,2024-12-30,Camisa,Ropa,370.24,1.0,370.24,Efectivo,9502
e75dbd12-f633-4b70-b5a8-4e4367eb0445,2024-07-30,Silla,Hogar,495.22,7.0,3466.54,Efectivo,4810
918d3bee-4001-446a-834e-9f1afe18180a,2024-08-14,Cortinas,Hogar,,1.0,31.08,Efectivo,9436
08f98e6d-4731-471f-a95d-3ed70205b1f3,2024-05-10,Audifonos,Electronica,492.12,10.0,4921.2,Tarjeta,1920
d3e60e55-ed6a-40cc-8f0c-88b8ff270106,2024-04-04,Cortinas,Hogar,370.1,1.0,370.1,Transferencia,2165
69f1b78e-a296-43cb-b4f8-0210da4d0ded,2025-02-18,Pantalon,Ropa,151.67,5.0,758.35,Efectivo,9623
6a898629-c1c1-43ac-bb95-69412d202b92,2024-11-18,Smartwatch,Electronica,,9.0,4445.28,Transferencia,9056
9845cc6e-a246-4922-a39e-b6126989653e,2024-07-10,Silla,Hogar,,5.0,2000.0,Transferencia,5805
39205bb5-a999-48c7-8be6-86bb465bbe0f,2024-12-06,Mesa,Hogar,452.34,,,Efectivo,8878
c114b979-4ff6-4ffa-b1f4-d85f8a1d06ff,2025-01-19,Cortinas,Hogar,419.72,,2518.32,Efectivo,4564
6c44a23d-8583-4c25-b2e4-e0bb937f525a,2024-08-18,Pantalon,Ropa,28.24,9.0,254.16,Tarjeta,1936
c0edd768-4e32-41e4-9efc-a0d604490608,2024-07-13,Laptop,Electronica,390.89,6.0,2345.34,Efectivo,2796
1f94572e-20bc-4bfb-9893-287118b850d2,2024-05-22,Camisa,Ropa,4997.7,4.0,1046.16,Tarjeta,8657
52cb56fe-6a73-4c4e-b3a7-f0044813cd0c,2024-07-31,Silla,Hogar,248.14,1.0,248.14,Transferencia,8906
92ff8373-ec75-40c8-ad87-cec81ed884ab,2024-03-26,Gorra,Ropa,115.79,9.0,1042.11,Efectivo,5675
071c24e9-0494-403b-8a1a-7a94456c0200,2024-06-08,Gorra,Ropa,50.29,9.0,,Transferencia,2218
559658e4-ab1b-44d7-a523-cc71402e175a,2024-04-01,Laptop,Electronica,-269.2,9.0,3885.75,Transferencia,1954
329afe09-47e3-4624-8c5f-3efa7ddc1675,2024-05-13,Chaqueta,Ropa,189.48,,1515.84,Transferencia,4972
e2d8f410-a60e-48b1-8cd4-7ea3aeb790a1,2024-12-15,Pantalon,Ropa,45.12,5.0,225.6,Efectivo,6233
b6bc1382-e72d-44f2-89b0-4246ac798694,2024-11-26,Smartwatch,Electronica,453.72,3.0,1361.16,Tarjeta,7183
fa1b92a7-b23b-4015-a9fe-a2cc9a620767,2024-06-18,Almohada,Hogar,137.18,6.0,,Transferencia,3383
0dc44d16-944c-4d29-91ce-7a74cda18bb6,2024-06-13,Tablet,Electronica,434.31,9.0,3908.79,Efectivo,1362
a45faa0e-b97f-402e-84cd-f0bb45f32ab0,2024-06-30,Celular,Electronica,,4.0,1861.56,Transferencia,4738
d4e49d8e-9def-4ee3-9249-ba1b3f207415,2025-01-18,Chaqueta,Ropa,83.51,10.0,835.1,Efectivo,6150
6c05343f-b86c-4254-a010-683fcedcbade,2025-02-13,Silla,Hogar,68.79,5.0,343.95,Tarjeta,4998
ab74a45f-0e38-4b5c-847a-9930dc7124d1,2024-09-19,Chaqueta,Ropa,280.31,7.0,1962.17,Tarjeta,6343
7a761bce-487c-47d0-b3ed-588a2624eb92,2024-09-04,Tablet,Electronica,4997.7,1.0,490.69,Transferencia,8009
c2bcb09c-3871-4eb8-b62e-c438447b2b44,2025-02-02,Tablet,Electronica,,3.0,205.74,Tarjeta,6352
256959b6-3c17-4376-96d7-cfbaf974b212,2024-09-25,Chaqueta,Ropa,318.15,5.0,1590.75,Efectivo,1277
49c5f3ae-2406-4f6a-881f-1c18b05e3bfd,2025-02-07,Chaqueta,Ropa,153.98,1.0,153.98,Tarjeta,9073
0cc2b54c-153f-474c-a1ec-0ddfc199efab,2025-02-07,Camisa,Ropa,33.67,8.0,269.36,Transferencia,7353
1d9bc451-91b9-4cda-8a85-6e627dc94ff0,2025-03-02,Gorra,Ropa,225.75,,677.25,Efectivo,6126
2fad8f83-b3a2-4222-87d7-be9de7b9b4dd,2024-09-16,Tablet,Electronica,411.65,3.0,99890.0,Transferencia,4356
677e0c18-0ba7-4ca0-b8fa-f4624f9f7bbe,2024-11-01,Tablet,Electronica,228.44,7.0,1599.08,Transferencia,3844
0ad96fdc-ba38-47c3-bf17-b1ab6ff2d1a3,2024-06-04,Tablet,Electronica,114.28,2.0,228.56,Transferencia,4155
64e559ef-3058-4377-b6c8-aed457a1abbf,2024-08-24,Zapatos,Ropa,140.26,1.0,140.26,Tarjeta,1988
03f86944-6723-47d0-aa25-1cdf76a80145,2025-02-28,Smartwatch,Electronica,321.07,6.0,1926.42,Transferencia,6626
50c86b47-6ca0-4d96-855a-d0e6e55ec33b,2024-06-03,Laptop,Electronica,447.58,2.0,895.16,Efectivo,4056
c5d634b0-c982-4fc4-aa5e-7b63c8117db6,2024-07-10,Audifonos,Electronica,283.56,8.0,2268.48,Tarjeta,1984
db924fc5-1990-4aee-8e7d-b4dd3dd6a778,2024-09-12,Smartwatch,Electronica,389.42,2.0,778.84,Transferencia,1959
96f8c6be-284e-4b1c-8b1e-560c7b5c29b7,2024-12-09,Audifonos,Electronica,483.92,4.0,1935.68,Tarjeta,1526
da6e2c44-e9e3-4b05-a6d7-24134d98ae44,2024-12-13,Celular,Electronica,305.62,4.0,,Efectivo,6797
0040d2a5-ee15-475e-9975-c7026bc339dc,2025-01-14,Audifonos,Electronica,36.78,6.0,220.68,Efectivo,1116
a54d4874-34a8-4f92-a8eb-a07f71b9079b,2024-08-22,Zapatos,Ropa,492.25,1.0,492.25,Efectivo,9465
7a73bb7d-b651-40a9-808c-eb44ae13aa5a,2024-03-10,Pantalon,Ropa,242.57,6.0,1455.42,Transferencia,6420
8608576a-f04b-45ae-bf3a-3c6818fe5956,2024-08-26,Celular,Electronica,476.56,9.0,4289.04,Transferencia,1213
6c2dadc7-3f93-40da-9a25-30675ea0d2ae,2024-11-11,Lampara,Hogar,124.81,9.0,1123.29,Tarjeta,6791
cbe33e14-7919-4c67-bed8-fee7e30bf429,2024-11-17,Cortinas,Hogar,352.72,10.0,3527.2,Tarjeta,9032
d7d9c7f5-4d52-4fd7-8b41-b81a1b2c740b,2024-10-30,Camisa,Ropa,48.49,1.0,,Efectivo,8833
562c24d4-163f-4902-9fc6-068c5b6c8aed,2024-10-30,Pantalon,Ropa,488.85,10.0,4888.5,Tarjeta,4041
605b03ec-e35e-4456-a14f-01a360643ff2,2025-03-08,Chaqueta,Ropa,56.76,3.0,170.28,Transferencia,2925
7756cbfe-2309-42c2-aaee-2540e834b863,2025-02-08,Celular,Electronica,30.73,9.0,276.57,Tarjeta,9907
f8227126-7223-4485-adca-50e9b6e27146,2024-09-02,Chaqueta,Ropa,,7.0,2813.02,Transferencia,1207
85593e19-a23d-4c61-abf8-1e1759067fcc,2024-04-27,Pantalon,Ropa,393.0,3.0,1179.0,Transferencia,5904
bff1ad84-c5ff-4aeb-8bb6-c044306011f6,2024-09-30,Zapatos,Ropa,,7.0,2546.53,Efectivo,2560
79b10236-6dba-4c6d-b944-7fb9a1cbb556,2024-12-30,Tablet,Electronica,113.51,7.0,794.57,Tarjeta,4427
e97fc27d-9379-4b38-b2b9-d4a370060062,2024-08-22,Smartwatch,Electronica,395.9,7.0,2771.3,Transferencia,8979
beff38a5-bb6b-4f02-a53c-ea7187c4211e,2024-04-04,Pantalon,Ropa,4997.7,5.0,1641.85,Efectivo,9946
c38c64d1-fb9c-4372-91f4-2810f63c2c79,2024-05-21,Almohada,Hogar,4997.7,1.0,40.74,Transferencia,8005
48887b2b-eecf-4fb1-9ec0-18a16f9f7e1c,2024-05-01,Laptop,Electronica,372.64,4.0,1490.56,Efectivo,4453
41ca0a1b-6631-4bc3-b0d9-f9d34987b649,2024-10-16,Camisa,Ropa,259.43,9.0,2334.87,Tarjeta,6631
2bce8c29-7f12-407a-a016-2f7c0a6b2826,2024-12-15,Pantalon,Ropa,397.51,7.0,,Tarjeta,2394
10c53ea3-1f4d-40ad-98ff-6d45e5b61965,2024-12-25,Gorra,Ropa,109.28,2.0,218.56,Efectivo,3958
9ef99be2-fddd-4c45-b9cd-8317ddb6de36,2025-02-14,Tablet,Electronica,389.12,4.0,1556.48,Tarjeta,1525
21e5ef8e-660d-47ba-b32a-9d8b4238735a,2024-04-17,Pantalon,Ropa,94.58,5.0,472.9,Tarjeta,5648
4d8d04d5-a536-449a-b023-14d34baf42af,2025-01-19,Chaqueta,Ropa,205.49,8.0,1643.92,Transferencia,4155
8d84b46f-6287-4918-99ba-f4d8e96d4049,2024-03-20,Camisa,Ropa,198.59,9.0,1787.31,Tarjeta,5356
d58be20f-f346-4db2-877f-49290731c98c,2025-01-17,Lampara,Hogar,387.87,8.0,3102.96,Efectivo,8062
ecace75b-596d-4e32-8a6c-22d10fc14f42,2024-12-13,Mesa,Hogar,442.44,,2654.64,Tarjeta,6724
8f87ceb4-e56f-4725-96b0-480697bec303,2024-06-29,Chaqueta,Ropa,415.3,1.0,415.3,Efectivo,6895
0c1db145-3557-4696-ba3e-f1795f903704,2025-01-27,Cortinas,Hogar,354.85,6.0,2129.1,Efectivo,4178
f42b94d1-b636-4114-993e-4ed94b63e08b,2025-03-06,Smartwatch,Electronica,269.09,1.0,269.09,Efectivo,3203
f2976521-a226-4e6e-8285-e8404c80bd87,2024-03-12,Cortinas,Hogar,272.25,4.0,1089.0,Tarjeta,1968
88348294-b72c-49da-a70c-79355b68a0f8,2024-11-25,Almohada,Hogar,468.62,1.0,468.62,Transferencia,2058
f2d95ef7-8f98-46ff-b039-8e6a46e2f741,2024-05-30,Gorra,Ropa,467.27,5.0,2336.35,Efectivo,2229
9bb4ee92-77f3-40c3-a7b0-94e06111ac31,2024-12-22,Chaqueta,Ropa,493.38,8.0,3947.04,Transferencia,1125
639c0a28-fdc7-4ba2-9e18-9054c2afbe1f,2024-03-12,Camisa,Ropa,321.36,9.0,2892.24,Transferencia,6342
3a87249a-0b48-4ca0-ba3d-c66e3c84b2c2,2025-01-31,Mesa,Hogar,4997.7,6.0,1481.88,Transferencia,7527
5a552693-603a-490e-b0a2-d2cc5b73cf29,2024-09-11,Gorra,Ropa,76.05,2.0,152.1,Tarjeta,1891
62466be1-ec1b-4257-956a-7c71675a654d,2024-06-26,Silla,Hogar,98.23,7.0,687.61,Efectivo,8519
ef371d25-c848-4883-9373-570d460a0752,2024-09-15,Gorra,Ropa,481.86,2.0,963.72,Efectivo,6238
59c5dd47-d525-40af-9749-ba9f3ffe8abb,2025-02-11,Zapatos,Ropa,343.21,,686.42,Tarjeta,8705
20ba998d-e4e2-49c0-bbc3-2bcab7abc900,2024-08-18,Lampara,Hogar,20.04,8.0,160.32,Efectivo,5909
d34c89d1-335e-4c6a-b5e0-94617a4d016d,2024-11-07,Celular,Electronica,111.76,5.0,,Efectivo,9125
93a1142a-80bf-4966-8f10-29af607d9026,2024-05-02,Pantalon,Ropa,,9.0,2740.05,Efectivo,8848
14e7fe13-fbea-4345-a36d-4c8c9769c37e,2024-03-25,Smartwatch,Electronica,392.28,9.0,,Transferencia,4173
a7f36285-cca8-46d6-9696-05836ddf3964,2024-04-13,Chaqueta,Ropa,335.46,6.0,99890.0,Tarjeta,8761
ead1fc67-359d-4fd2-8e83-34ddee591630,2024-09-28,Celular,Electronica,162.01,1.0,162.01,Tarjeta,1454
661b21e4-200b-497b-9ed5-fe0a5d7ed8c0,2025-01-11,Smartwatch,Electronica,165.67,,,Transferencia,3190
2ebab37a-debc-4f1a-bf72-5f52e2422a8c,2024-03-10,Tablet,Electronica,197.34,9.0,1776.06,Efectivo,9927
b2ea51f6-367b-4dc1-9b5a-7a80e2bb844a,2024-03-27,Tablet,Electronica,117.5,10.0,1175.0,Transferencia,8010
8254a521-102f-4ee7-b845-505a5f7ca791,2024-08-01,Pantalon,Ropa,380.88,9.0,3427.92,Transferencia,7228
da0f0978-4be2-4b3e-a4ec-69136fec15ff,2024-04-30,Pantalon,Ropa,,5.0,1211.0,Efectivo,2177
720554bf-1d9d-45ab-99e3-02608cdf0d8e,2024-04-09,Audifonos,Electronica,78.75,5.0,393.75,Transferencia,9234
f04cf129-9fb7-4864-b7fe-5fb062d6e28e,2024-08-29,Silla,Hogar,359.17,5.0,99890.0,Transferencia,5431
f296aa57-899f-43f9-a796-c9f98bf6f462,2025-03-04,Almohada,Hogar,449.53,9.0,4045.77,Transferencia,5146
c5aa35d0-12d1-47df-9c00-be1c20d2e9c7,2025-01-01,Cortinas,Hogar,467.55,6.0,2805.3,Transferencia,7012
dd2105e6-b15b-441e-a303-985830d25dfb,2025-02-02,Audifonos,Electronica,336.7,3.0,1010.1,Tarjeta,6539
82f17dc9-9682-40cf-b729-98c67d970e9a,2024-06-08,Pantalon,Ropa,202.95,4.0,811.8,Tarjeta,5445
b0f9ee2a-f517-458b-8c1e-bdce69172773,2024-04-25,Cortinas,Hogar,94.81,,663.67,Transferencia,3359
5f8ca61c-908d-43c7-8b40-828b870568a4,2024-11-16,Laptop,Electronica,96.69,,773.52,Tarjeta,2798
1e2bc8fc-0e13-482f-881e-7d1a77912ceb,2024-05-24,Camisa,Ropa,189.89,10.0,1898.9,Transferencia,7284
5b45e474-189e-4ac3-9dec-bfb3ab0f7a77,2025-02-04,Almohada,Hogar,442.68,9.0,,Tarjeta,5616
9ea1b1f1-3456-458d-8b12-8c97b4826990,2024-11-26,Silla,Hogar,91.51,9.0,,Efectivo,7295
8e4db401-bd5b-4322-bb11-2ba4c38e1b86,2024-03-28,Laptop,Electronica,131.54,4.0,526.16,Tarjeta,7807
589c3a1f-aa49-4a0c-b35d-eb32960dda0a,2024-12-19,Cortinas,Hogar,214.75,10.0,2147.5,Efectivo,1145
6d93b897-cfd5-49e5-8e5a-c6eada42d118,2024-09-23,Cortinas,Hogar,79.1,7.0,553.7,Tarjeta,1482
769faf9d-7a4e-4d3c-be30-0db04ea2275a,2024-10-25,Camisa,Ropa,112.29,,112.29,Tarjeta,3852
b32b5224-058b-4439-955b-a1bcf8b98eff,2025-02-16,Mesa,Hogar,305.51,10.0,99890.0,Efectivo,2100
58a290bf-2fd4-4c71-8b88-cb94b158ca1d,2024-09-09,Celular,Electronica,250.9,2.0,99890.0,Transferencia,5358
7e799712-5140-4602-9adf-9160253697bf,2025-02-28,Laptop,Electronica,205.14,50.0,1230.84,Efectivo,7602
cea7f755-c5cb-4fac-ba14-ec0a3d8435bc,2024-11-24,Cortinas,Hogar,410.26,4.0,1641.04,Tarjeta,2125
f732ab9d-5aca-45dd-8694-3163de0ca3ea,2024-11-11,Gorra,Ropa,44.31,8.0,354.48,Efectivo,8843
30f12b14-045e-4f6a-ba0b-26974ed9dc75,2024-11-18,Lampara,Hogar,,6.0,990.42,Efectivo,1707
1ca8bfef-c2eb-4ce4-bfde-65fad20b0e76,2024-04-14,Celular,Electronica,,5.0,2083.85,Transferencia,5255
9170341e-6110-4ffa-9e40-935ded83bef2,2024-08-19,Laptop,Electronica,,50.0,3416.7,Transferencia,9533
f227a910-228d-4d31-932e-211c340a4226,2024-07-26,Pantalon,Ropa,497.1,,,Tarjeta,4874
cbbf2a82-f649-419e-bc7f-329bc9f829a7,2024-06-25,Chaqueta,Ropa,34.77,10.0,347.7,Efectivo,4374
38efb521-47c5-4be9-b246-b094f84c2cee,2024-10-20,Laptop,Electronica,52.85,9.0,475.65,Transferencia,4083
4573940f-2122-4ec6-a09e-706d0054c655,2024-07-13,Audifonos,Electronica,-269.2,3.0,,Tarjeta,1236
c9f6f559-ab30-43a2-873c-fe881331f75c,2024-11-13,Cortinas,Hogar,487.21,6.0,2923.26,Efectivo,7099
c2449ea1-a850-441f-9d93-edb1287974e8,2024-12-21,Celular,Electronica,337.42,4.0,1349.68,Tarjeta,7549
1b11333c-c90a-444c-bdb2-2faafd947143,2024-11-22,Camisa,Ropa,306.2,6.0,1837.2,Tarjeta,4725
9b1aba49-f248-4002-bd5a-45ed0a295830,2024-05-08,Laptop,Electronica,174.13,,,Efectivo,3817
20767d06-2e38-41e8-aa29-c73c3048b396,2024-03-10,Lampara,Hogar,279.13,3.0,837.39,Tarjeta,8574
0f3aa290-ae03-4ae4-ae2f-22ff7d6008cd,2024-04-10,Chaqueta,Ropa,437.3,6.0,2623.8,Transferencia,9597
b6b80fe8-ba8d-4647-8460-161cdaf341a3,2025-02-14,Cortinas,Hogar,426.46,10.0,4264.6,Transferencia,1560
fe3d9e68-dc36-4f35-bd5b-dac14db91de2,2024-07-06,Pantalon,Ropa,315.84,8.0,2526.72,Tarjeta,8629
1c6f5896-69cf-4a14-ba72-577576d8b97b,2025-02-10,Zapatos,Ropa,396.07,4.0,1584.28,Tarjeta,9264
5b2ea44e-86e5-473c-8601-9e2260f83ae6,2025-01-24,Almohada,Hogar,16.33,2.0,32.66,Transferencia,8373
cc300305-e335-4dca-8ebe-6a789b6b00db,2024-07-27,Pantalon,Ropa,412.13,9.0,,Efectivo,5259
ff0dbd81-844a-4024-a953-b7af81d0c7f2,2024-07-20,Lampara,Hogar,305.1,6.0,1830.6,Tarjeta,3530
0ea7adcb-d304-4136-854c-ab2d55eb5beb,2025-03-01,Celular,Electronica,334.82,2.0,669.64,Efectivo,8137
eb02ee2f-b9a7-4034-ae76-aa836ff41839,2024-05-07,Audifonos,Electronica,44.58,4.0,178.32,Tarjeta,4036
1bae2937-85db-40cc-910c-1dab834f2720,2025-02-11,Almohada,Hogar,13.76,2.0,27.52,Transferencia,7610
b7c97508-5296-4150-836d-0655bba2023f,2024-09-23,Mesa,Hogar,284.4,2.0,568.8,Tarjeta,7488
ade27e7d-7092-4810-b750-e757879fe4d9,2025-02-04,Zapatos,Ropa,378.36,8.0,3026.88,Transferencia,9648
87ef0897-9cb7-4d91-95bd-2fa5576c017c,2024-12-10,Mesa,Hogar,89.48,5.0,447.4,Efectivo,2179
ffb2202f-3daf-46b3-943d-76dbf4ac8579,2024-10-29,Zapatos,Ropa,92.99,1.0,,Transferencia,6671
19bcb2ae-aa54-434f-91ca-6ce84bcf2c5d,2024-06-16,Smartwatch,Electronica,309.53,4.0,99890.0,Efectivo,1419
061b5fae-eb3a-4ed3-b113-e38afffe9c1f,2024-12-21,Pantalon,Ropa,69.7,4.0,278.8,Transferencia,6693
9e438af9-da6f-4648-9b77-36733a21c244,2025-02-15,Tablet,Electronica,,6.0,1122.24,Tarjeta,7140
a6dbc96b-e5fa-4aea-b5c4-468c9e9d7e8d,2025-01-12,Gorra,Ropa,10.46,50.0,20.92,Tarjeta,8898
44bbbcd8-a162-4522-be33-17c40ca637e9,2024-10-06,Smartwatch,Electronica,381.34,10.0,3813.4,Transferencia,7356
a9b1a0e5-a9ac-412f-be99-78807cd4c28b,2024-11-21,Pantalon,Ropa,316.5,5.0,1582.5,Tarjeta,5268
bb0a810c-88e3-4518-b595-84915d1c3d36,2024-03-15,Tablet,Electronica,136.6,5.0,683.0,Transferencia,8961
17e5cf0a-2935-46e2-8926-e0b396f8b21a,2024-10-20,Chaqueta,Ropa,433.01,2.0,866.02,Transferencia,4493
eeb73ba6-a345-4da1-bd2f-4e3e7fa8ecf4,2024-09-12,Gorra,Ropa,478.33,1.0,478.33,Efectivo,1016
00cba682-0288-45ad-b09c-8f9b3c59ff4e,2024-06-19,Celular,Electronica,345.63,1.0,,Tarjeta,9433
3c8516dd-83a1-42e4-8cf8-a6da6c35d6fb,2025-01-11,Chaqueta,Ropa,391.68,7.0,2741.76,Tarjeta,1775
dbcae79a-5eb2-4e9f-8f0f-49e9ce15afd6,2024-05-06,Lampara,Hogar,308.9,7.0,2162.3,Efectivo,8083
1184a61c-548b-4d9c-b366-039d86f77fa5,2024-10-11,Smartwatch,Electronica,28.68,8.0,229.44,Efectivo,4456
f54f25a6-4899-42fc-a183-05a7873f844b,2024-09-07,Tablet,Electronica,40.27,8.0,322.16,Efectivo,2668
c2e42585-b7cb-4346-b503-e577d499f591,2025-01-03,Laptop,Electronica,233.66,4.0,934.64,Transferencia,5531
c505cc3e-0558-4e13-8139-fc01da0b43be,2025-02-14,Mesa,Hogar,332.38,3.0,997.14,Transferencia,9964
e2302fb4-45ea-4971-b7ab-b07fa781ee00,2024-06-10,Pantalon,Ropa,15.37,1.0,15.37,Transferencia,4839
b265884b-f38a-4250-8a9f-9c666672f975,2024-05-22,Celular,Electronica,194.06,2.0,,Transferencia,2827
5bcd835c-1943-4099-b20e-cb743ecd15b0,2024-10-10,Chaqueta,Ropa,388.44,9.0,3495.96,Efectivo,9569
cf6bd188-eef1-4f2a-b4dc-84602be72b0f,2024-12-10,Silla,Hogar,164.5,4.0,658.0,Transferencia,6607
8cff1551-9d43-49f0-aa0b-45277f14b0da,2024-04-04,Gorra,Ropa,293.3,2.0,586.6,Transferencia,1521
4d511fce-500c-478b-a8e8-5560a88e22a5,2025-01-07,Lampara,Hogar,464.4,7.0,3250.8,Efectivo,6784
708e88ae-16ad-45c8-a3e3-96334b51d851,2024-05-19,Cortinas,Hogar,197.38,2.0,394.76,Tarjeta,3461
0f3d4d67-3680-4fc4-81b0-ade7da175f29,2024-04-13,Audifonos,Electronica,102.75,,102.75,Efectivo,6341
0c29b157-caba-4213-8677-1b614723a00b,2025-01-13,Lampara,Hogar,132.92,2.0,265.84,Efectivo,8165
540f5dae-c025-449d-97af-bef91d8ce9d0,2024-12-04,Audifonos,Electronica,31.66,,189.96,Tarjeta,5330
1f058701-0def-4f7a-b3c3-ee689a959151,2025-01-12,Audifonos,Electronica,,2.0,52.74,Tarjeta,5558
2d832d45-3309-4be2-a2f7-f79b18697590,2024-03-20,Silla,Hogar,110.69,3.0,332.07,Transferencia,5183
16897ecd-5f27-45b4-aff9-4b1e7ca07605,2025-01-08,Tablet,Electronica,380.3,1.0,380.3,Transferencia,9894
2b0f8adb-adbb-42e4-a438-e108cbfa8954,2025-02-09,Zapatos,Ropa,80.03,7.0,,Transferencia,8295
efe749b4-6bc4-4f29-b100-c2f56bc8570f,2025-02-02,Laptop,Electronica,281.23,,2249.84,Efectivo,6995
d1099905-1f43-4a5c-a9e7-18f14a92eebb,2024-12-28,Tablet,Electronica,495.95,8.0,3967.6,Transferencia,6343
dfd34b33-a5e8-4132-b241-c7bd2bb57c02,2024-03-14,Pantalon,Ropa,106.0,10.0,1060.0,Efectivo,4967
101ee7af-4948-4f94-848a-b72eacb7dd55,2024-12-22,Zapatos,Ropa,98.07,9.0,882.63,Efectivo,3547
bcf3a65d-a362-4155-8749-440452bfc33a,2024-06-18,Pantalon,Ropa,381.69,,2290.14,Efectivo,2037
2cdc5f72-7337-4e01-9274-c125fc7af80b,2024-05-19,Laptop,Electronica,380.54,4.0,,Transferencia,4983
6bb3b4f7-319a-4929-8b26-bec3f5bf820e,2024-04-30,Mesa,Hogar,498.19,4.0,1992.76,Transferencia,6251
931ab641-daed-4247-8e01-0dcb96f42889,2025-01-01,Zapatos,Ropa,73.22,6.0,439.32,Efectivo,3023
d7441c1e-a248-4373-be4f-fb704b903aa4,2024-12-03,Almohada,Hogar,19.39,4.0,77.56,Efectivo,6036
68cb6c1c-49b0-408b-b32d-3a628d3815c2,2024-05-01,Audifonos,Electronica,257.5,3.0,772.5,Efectivo,5431
f04e3764-6f7f-42f2-8820-66cf5c37b590,2024-12-23,Chaqueta,Ropa,282.53,8.0,2260.24,Tarjeta,1593
6e63e9c7-40d5-4431-a59a-82b5bd20dd57,2024-12-13,Cortinas,Hogar,413.4,1.0,413.4,Transferencia,6997
3b491436-1116-4172-bac5-4db3a47cf9d8,2024-05-22,Almohada,Hogar,-269.2,10.0,3742.3,Tarjeta,1867
1b003d5c-16dc-42e6-9f48-32206527151a,2025-01-17,Almohada,Hogar,77.99,7.0,545.93,Efectivo,2169
c939214e-6f20-461a-95d9-f0a19939f220,2025-01-21,Cortinas,Hogar,35.96,9.0,323.64,Tarjeta,2283
f680fc1f-8aaa-46ec-a8a9-c3fc617217c4,2024-05-09,Mesa,Hogar,,7.0,2411.71,Efectivo,4471
9d801291-02a1-48b0-8196-f8d6461c18ca,2024-04-24,Celular,Electronica,284.95,10.0,2849.5,Tarjeta,6068
9c58e98e-7844-46df-a2bc-15f164e4b56a,2024-07-16,Lampara,Hogar,294.98,6.0,1769.88,Efectivo,3757
ed14fa2c-3407-4cd0-b25c-d3393ca11792,2024-04-24,Tablet,Electronica,152.87,5.0,,Transferencia,2449
b974f420-01d3-43e7-9b19-f2d93a5a589e,2024-09-02,Silla,Hogar,,5.0,,Efectivo,9895
5672d15e-d759-46d6-9c83-46e353bd60db,2024-03-26,Audifonos,Electronica,71.07,4.0,284.28,Tarjeta,8462
2c288093-9f37-496a-8f5c-c914d13687be,2025-01-20,Zapatos,Ropa,221.24,9.0,1991.16,Tarjeta,1685
f1d0d080-bbf4-4b9e-aec1-2fbde6ddbcf2,2024-11-26,Audifonos,Electronica,330.19,4.0,1320.76,Efectivo,2431
12709f2c-1b7e-49eb-92e0-a77aadd0fd70,2024-12-27,Chaqueta,Ropa,,,990.36,Tarjeta,1631
18e9e3f1-07ac-4a62-b6ef-16b8c1f81028,2025-01-08,Pantalon,Ropa,423.17,6.0,2539.02,Efectivo,6347
c2d02368-59d8-4263-9345-66b48b9e7ea2,2024-06-14,Cortinas,Hogar,311.75,9.0,2805.75,Efectivo,1689
8a056e2a-145e-40d3-9c56-5da78d3554f2,2024-11-20,Tablet,Electronica,176.93,2.0,353.86,Transferencia,2171
37123b41-6a33-4b5f-9ccf-13961c1ce46a,2024-11-16,Almohada,Hogar,30.87,8.0,246.96,Tarjeta,6432
0a6f5bcc-42d6-4b87-a7c2-1659f93d9ccf,2024-03-20,Laptop,Electronica,489.88,50.0,2449.4,Transferencia,4670
d58ca0d3-37a2-46c2-82e2-afbd4ece34bc,2024-04-05,Gorra,Ropa,284.84,3.0,854.52,Transferencia,6976
9a0ca3b1-2619-4586-8495-e7a7f2c52b94,2024-12-22,Audifonos,Electronica,178.01,9.0,1602.09,Efectivo,8345
1e0a309e-30b0-477c-b4a0-fdb6b6afe9eb,2024-09-24,Audifonos,Electronica,211.91,9.0,1907.19,Transferencia,1597
bef2b481-ee50-4917-8350-91fa24431c78,2024-11-27,Lampara,Hogar,264.08,2.0,528.16,Tarjeta,3090
58fc1f99-f074-4d03-b581-f2fff29e9385,2024-09-16,Celular,Electronica,274.05,6.0,1644.3,Tarjeta,4648
852117e5-f08e-4bdd-b25d-bfb40bf1696a,2024-09-30,Gorra,Ropa,74.78,6.0,448.68,Efectivo,4137
c7944085-c78e-4aca-8a16-c8180dc8850f,2024-10-27,Pantalon,Ropa,431.68,3.0,99890.0,Efectivo,4750
a08cfeda-dd44-4492-9c1b-c65635b5a68f,2024-03-12,Chaqueta,Ropa,35.83,8.0,286.64,Tarjeta,5666
f3829d1b-9892-4015-9e48-b429db0abd11,2024-07-16,Zapatos,Ropa,30.72,1.0,30.72,Transferencia,3324
a0ce3d14-d35b-4f07-92aa-5717c4f017e6,2024-08-07,Chaqueta,Ropa,,6.0,2277.54,Transferencia,7519
